id_cliente|nombre_cliente|nacionalidad|tipo_id|tipo_transaccion|pais_origen|pais_destino|producto_servicio|fecha_transaccion|monto_transaccion|cantidad|forma_pago|moneda|numero_cuenta|titular_cuenta
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Honduras|Colombia|maquinarias|2020-12-05|517334616.69|923|Efectivo|COP|ES5264091616912766578917|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Argentina|Colombia|productos químicos|2019-10-06|969177570.62|248|Cheque|COP|ES0837187050480609484369|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Importaciones|México|Colombia|accesorios de moda|2022-06-29|479497418.82|332|Efectivo|COP|ES1398132455555653388952|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Ecuador|Colombia|herramientas|2019-07-04|149900744.13|911|Transferencia bancaria|COP|ES6719024172261115785318|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Reino Unido|Ropa y accesorios de moda|2020-04-24|268428234.14|350|Efectivo|COP|ES2251662268273620288945|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Argentina|Colombia|hilos|2019-08-04|597639869.76|696|Efectivo|EUR|ES6805660298829072708740|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Panamá|Tejidos y telas|2019-07-29|779250997.09|746|Cheque|USD|ES6841376633309979253310|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Nicaragua|Ropa y accesorios de moda|2020-07-21|832487248.89|888|Efectivo|COP|ES5959447106935337834645|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Santo Tomé y Príncipe|Colombia|hilos|2020-04-12|446090504.9|653|Efectivo|USD|ES4331163219818562451451|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Bolivia|Colombia|productos químicos|2019-10-31|313494921.81|464|Transferencia bancaria|EUR|ES7088701850112866475768|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Guatemala|Colombia|telas|2021-08-16|187882360.16|108|Cheque|EUR|ES1315935085527827422100|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Reino Unido|Tejidos y telas|2022-05-25|273570529.69|314|Efectivo|EUR|ES9308366222424422879820|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Haití|Colombia|accesorios de moda|2020-08-26|415003747.49|451|Tarjeta de crédito|USD|ES3760261896456870355637|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Honduras|Ropa y accesorios de moda|2021-02-01|134884438.47|529|Transferencia bancaria|USD|ES4033644850618013657405|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Francia|Colombia|productos químicos|2020-03-27|651709493.33|930|Efectivo|COP|ES6727740213420265319027|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Corea del Sur|Colombia|herramientas|2023-02-24|879961202.76|908|Tarjeta de crédito|USD|ES3632589710704819238253|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Guatemala|Colombia|hilos|2022-02-10|146719943.88|211|Cheque|EUR|ES3120635633369258632254|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Tanzania|Productos para deportes, como ropa deportiva y uniformes|2020-02-17|139689738.65|487|Cheque|USD|ES1622121489048972274654|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Chile|Colombia|productos químicos|2022-03-21|939837956.59|71|Efectivo|EUR|ES6154503654669641457158|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Burkina Faso|Colombia|maquinarias|2020-04-23|299677671.68|868|Cheque|USD|ES5633444850661102950245|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Canadá|Colombia|telas|2023-01-23|488741374.6|327|Tarjeta de crédito|COP|ES4338969110538075009087|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Honduras|Colombia|hilos|2022-09-24|635274456.02|23|Efectivo|EUR|ES7229426543766950498851|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Venezuela|Productos para deportes, como ropa deportiva y uniformes|2020-03-28|410132471.23|997|Efectivo|COP|ES2975533604995516394986|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Venezuela|Tejidos y telas|2022-02-28|552658685.72|368|Efectivo|COP|ES6923010506659287840114|Victor Silva
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Perú|Tejidos y telas|2020-04-13|162846772.68|394|Efectivo|EUR|ES6587970188607587193056|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Bolivia|Colombia|insumos|2021-08-27|551079181.35|124|Efectivo|COP|ES2203291388897261434979|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|China|Colombia|maquinarias|2020-10-05|747759870.47|929|Cheque|COP|ES4259774828821772988018|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Tanzania|Productos para deportes, como ropa deportiva y uniformes|2020-12-27|963303564.5|934|Tarjeta de crédito|COP|ES9750944533878985445689|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Argentina|Colombia|accesorios de moda|2019-10-03|915137169.25|427|Efectivo|USD|ES4263646765916002154033|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|insumos|2019-06-03|103797069.96|757|Tarjeta de crédito|COP|ES7063147525469106347814|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Costa Rica|Ropa y accesorios de moda|2019-08-14|960705090.35|178|Transferencia bancaria|EUR|ES1828439350618246976889|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Haití|Colombia|insumos|2022-12-17|123000224.18|278|Tarjeta de crédito|COP|ES8881338297274914596765|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Canadá|Colombia|telas|2021-01-28|809643152.27|980|Efectivo|EUR|ES4448717525781964439767|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Tanzania|Ropa y accesorios de moda|2020-01-30|237043302.41|49|Efectivo|EUR|ES1842813170386796758218|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Importaciones|China|Colombia|productos químicos|2020-12-17|174896208.55|199|Efectivo|USD|ES4845657849631731808199|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Santo Tomé y Príncipe|Colombia|telas|2021-08-18|641396397.56|687|Cheque|COP|ES7690203356118815025088|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Burkina Faso|Tejidos y telas|2019-06-01|701999372.02|747|Transferencia bancaria|COP|ES2147539426170417739130|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Reino Unido|Productos para deportes, como ropa deportiva y uniformes|2021-07-05|703041923.73|416|Transferencia bancaria|USD|ES9029034574507392476797|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|hilos|2020-05-16|802170217.23|108|Tarjeta de crédito|EUR|ES2361763074519461492433|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Chile|Tejidos y telas|2023-04-12|760089103.12|442|Tarjeta de crédito|EUR|ES3177874605091940700820|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Canadá|Ropa y accesorios de moda|2021-08-08|736551582.0|397|Tarjeta de crédito|USD|ES7503624565664256642317|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Chile|Productos para deportes, como ropa deportiva y uniformes|2021-06-23|271208409.87|479|Transferencia bancaria|COP|ES1720344629122063750547|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Nicaragua|Productos para deportes, como ropa deportiva y uniformes|2020-12-15|336843486.2|799|Cheque|COP|ES5326366387152481418466|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Puerto Rico|Tejidos y telas|2021-07-17|670661194.17|114|Efectivo|USD|ES7461639589197883843185|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|maquinarias|2022-01-20|100960577.17|810|Tarjeta de crédito|COP|ES8202626905245695616040|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Venezuela|Ropa y accesorios de moda|2019-07-04|108331414.26|607|Efectivo|COP|ES3235355189465312117585|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Uruguay|Ropa y accesorios de moda|2019-08-24|818894188.85|896|Tarjeta de crédito|COP|ES5784687285508172375100|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Costa Rica|Colombia|telas|2020-11-05|568537983.2|444|Cheque|EUR|ES0963631419387401235784|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Uruguay|Colombia|productos químicos|2022-09-28|784248907.8|333|Tarjeta de crédito|COP|ES1487465107062383632205|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Corea del Sur|Ropa y accesorios de moda|2019-11-14|332466090.31|354|Cheque|EUR|ES5541988482548065690874|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Puerto Rico|Productos para deportes, como ropa deportiva y uniformes|2022-04-26|659183387.52|703|Transferencia bancaria|COP|ES0408062975399267668778|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Jamaica|Tejidos y telas|2022-05-01|994728681.93|633|Cheque|COP|ES6042744913218466118888|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Perú|Colombia|productos químicos|2021-06-09|492512297.76|225|Efectivo|USD|ES0293543155394631039961|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|El Salvador|Productos para deportes, como ropa deportiva y uniformes|2022-07-31|845338422.63|328|Transferencia bancaria|USD|ES1283411073286976429188|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|México|Colombia|telas|2020-06-10|546670823.81|770|Transferencia bancaria|EUR|ES8688288303913716521511|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Puerto Rico|Colombia|herramientas|2019-10-18|635917444.37|784|Tarjeta de crédito|COP|ES4317157891295814895557|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Colombia|Productos para deportes, como ropa deportiva y uniformes|2021-03-15|955126965.45|358|Tarjeta de crédito|USD|ES2240914814236811281238|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|El Salvador|Colombia|accesorios de moda|2019-06-19|714873493.63|703|Tarjeta de crédito|USD|ES5176163969007875846219|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|maquinarias|2020-01-23|274946276.27|877|Tarjeta de crédito|USD|ES1424540411093679337815|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Costa Rica|Colombia|maquinarias|2020-07-06|699143892.85|165|Cheque|COP|ES9468203702222180248653|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Nicaragua|Ropa y accesorios de moda|2019-06-01|260913205.8|926|Cheque|COP|ES3259078446324222379920|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|México|Colombia|insumos|2023-02-21|874839077.04|124|Cheque|EUR|ES4363200797608926904521|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|México|Ropa y accesorios de moda|2021-03-28|386016728.19|300|Tarjeta de crédito|EUR|ES8818476636846345596758|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Bolivia|Productos para deportes, como ropa deportiva y uniformes|2020-09-06|254067738.03|443|Efectivo|USD|ES7182429977048913926468|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Paraguay|Colombia|telas|2022-07-27|220937162.16|757|Tarjeta de crédito|USD|ES6596728741500745988406|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Haití|Colombia|productos químicos|2022-12-23|555569212.67|948|Efectivo|USD|ES2637048155144760396949|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Corea del Sur|Colombia|productos químicos|2022-08-16|617574532.41|277|Cheque|USD|ES6290330670529951540925|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Cuba|Colombia|herramientas|2021-05-16|411701014.78|125|Efectivo|EUR|ES5393312856357538714520|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Cuba|Productos para deportes, como ropa deportiva y uniformes|2020-02-08|231003973.93|779|Tarjeta de crédito|USD|ES3698301075477649623853|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Corea del Sur|Productos para deportes, como ropa deportiva y uniformes|2022-10-19|412033291.46|573|Tarjeta de crédito|EUR|ES0243433551477161600477|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Jamaica|Ropa y accesorios de moda|2020-02-23|225527546.32|59|Efectivo|EUR|ES8286428958949695337330|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Santo Tomé y Príncipe|Tejidos y telas|2021-11-09|879122196.64|146|Cheque|USD|ES5856617270231767568148|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Japón|Colombia|productos químicos|2022-06-24|102490334.44|452|Transferencia bancaria|USD|ES0261312561408492538738|Victor Silva
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Estados Unidos|Productos para deportes, como ropa deportiva y uniformes|2019-11-08|117433277.79|479|Cheque|USD|ES9588885638031822064286|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Bolivia|Tejidos y telas|2022-08-21|184126268.9|605|Tarjeta de crédito|USD|ES8608636369621248787442|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Importaciones|China|Colombia|productos químicos|2021-10-03|373200047.79|599|Efectivo|EUR|ES1691258145507457921927|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Costa Rica|Colombia|telas|2023-02-11|420538686.09|26|Efectivo|USD|ES0710697660139030238922|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Honduras|Productos para deportes, como ropa deportiva y uniformes|2020-06-18|596324346.97|71|Cheque|USD|ES3395037656186182858621|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Panamá|Tejidos y telas|2022-07-24|630213833.72|317|Cheque|USD|ES4051639126364275351380|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Colombia|Ropa y accesorios de moda|2023-03-06|405692063.52|902|Efectivo|COP|ES3328670640038797420351|Victor Silva
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|República Dominicana|Productos para deportes, como ropa deportiva y uniformes|2022-03-07|487247797.89|446|Tarjeta de crédito|USD|ES5009546591160344223285|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Brasil|Ropa y accesorios de moda|2020-08-15|712650145.01|851|Tarjeta de crédito|USD|ES9546748976365149671906|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|República Dominicana|Colombia|insumos|2022-06-07|141546154.41|79|Efectivo|COP|ES9776117022035755732878|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|España|Ropa y accesorios de moda|2019-12-07|174683218.21|238|Tarjeta de crédito|COP|ES8566546699087653906370|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Bolivia|Productos para deportes, como ropa deportiva y uniformes|2020-10-22|492783020.24|633|Efectivo|EUR|ES6565884587396906502154|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Venezuela|Tejidos y telas|2020-05-25|248274731.37|396|Cheque|COP|ES7598877822004254778009|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Jamaica|Colombia|insumos|2020-11-07|933438774.26|774|Efectivo|EUR|ES8361357813912298362056|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Venezuela|Colombia|herramientas|2022-05-31|550397034.25|601|Cheque|EUR|ES8394319821374304329380|Victor Silva
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Jamaica|Colombia|maquinarias|2022-01-18|209331804.01|143|Cheque|COP|ES0385144498955089406299|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Tanzania|Ropa y accesorios de moda|2020-06-22|649571266.65|754|Tarjeta de crédito|USD|ES9457216562667104678596|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Canadá|Productos para deportes, como ropa deportiva y uniformes|2022-03-21|894956233.84|171|Cheque|COP|ES6462374597078436470888|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|India|Tejidos y telas|2023-05-14|333786383.53|510|Transferencia bancaria|EUR|ES5532610804002982473669|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Costa Rica|Colombia|maquinarias|2022-04-27|561267876.15|769|Tarjeta de crédito|COP|ES4047656391720804832903|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Camboya|Productos para deportes, como ropa deportiva y uniformes|2022-08-17|525391660.09|226|Efectivo|EUR|ES6058489157661353252601|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|telas|2021-01-11|398011646.35|193|Cheque|COP|ES7313892799965249039141|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|México|Productos para deportes, como ropa deportiva y uniformes|2020-02-25|822851844.22|744|Tarjeta de crédito|USD|ES8118777983245488767638|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Argentina|Colombia|hilos|2022-06-24|989941254.86|157|Efectivo|USD|ES5655649604903501673371|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Estados Unidos|Colombia|hilos|2021-12-29|763342780.5|609|Tarjeta de crédito|COP|ES0487739714937527100846|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Costa Rica|Ropa y accesorios de moda|2023-04-23|564824934.58|482|Cheque|COP|ES6161166615213404268670|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|El Salvador|Tejidos y telas|2023-01-24|823873748.97|41|Transferencia bancaria|EUR|ES6532540265197995740854|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Tanzania|Colombia|hilos|2019-07-06|967087655.33|496|Transferencia bancaria|USD|ES3519518859586214828014|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|China|Colombia|hilos|2020-08-05|957650311.64|366|Tarjeta de crédito|EUR|ES6823964244309358903802|Leonor Naranjo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Bolivia|Colombia|hilos|2021-01-13|910347242.53|973|Cheque|USD|ES8349771990237089390524|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Alemania|Tejidos y telas|2019-12-14|194539692.4|577|Tarjeta de crédito|EUR|ES1532141909605650061703|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Estados Unidos|Colombia|productos químicos|2019-07-03|836871384.13|771|Cheque|USD|ES1651476836944627519366|Jason Oliver
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Francia|Colombia|productos químicos|2022-04-19|882195817.49|582|Efectivo|USD|ES6382652438451248024728|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Haití|Colombia|hilos|2021-01-25|180852661.15|281|Tarjeta de crédito|COP|ES8389764022226417811026|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Perú|Colombia|telas|2021-12-31|660926852.3|279|Cheque|EUR|ES1246077662760935187033|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Alemania|Colombia|productos químicos|2020-01-19|913342427.99|275|Transferencia bancaria|COP|ES4135224004343272485929|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Irán|Ropa y accesorios de moda|2019-12-16|931822857.34|856|Transferencia bancaria|EUR|ES7331950152501649645525|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Francia|Ropa y accesorios de moda|2021-04-29|256772084.09|631|Efectivo|EUR|ES1359223045699581919976|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Italia|Colombia|productos químicos|2023-02-06|558094030.98|1000|Transferencia bancaria|COP|ES6490725341845011561669|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Puerto Rico|Colombia|hilos|2020-05-21|708346208.29|847|Tarjeta de crédito|USD|ES2364526723036700850502|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Costa Rica|Tejidos y telas|2020-09-18|799047214.66|470|Tarjeta de crédito|USD|ES4213889478712223914908|Cecilio Rico Verdú
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Argentina|Colombia|productos químicos|2021-11-22|528127079.74|147|Tarjeta de crédito|USD|ES6996291700192908188613|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Uruguay|Colombia|telas|2021-09-06|306641679.26|854|Cheque|EUR|ES3871601509211132942756|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Paraguay|Colombia|maquinarias|2022-06-25|304392253.91|611|Tarjeta de crédito|USD|ES5483862250360304083078|Saturnina Diéguez Alonso
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Burkina Faso|Colombia|herramientas|2022-01-01|912601677.47|376|Efectivo|COP|ES1647429599331508229300|Sigfrido Julio César Nevado Fiol
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Estados Unidos|Colombia|herramientas|2021-08-21|431477419.91|348|Efectivo|USD|ES5919135583439783236764|Efraín Cañas Lillo
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Italia|Tejidos y telas|2020-03-09|679731916.89|242|Efectivo|EUR|ES0590231685067894228253|Elaine Curtis
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Alemania|Colombia|telas|2021-11-16|365634282.24|996|Cheque|COP|ES7352319694885620078032|Victor Silva
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Corea del Sur|Colombia|telas|2022-01-11|406938321.56|385|Tarjeta de crédito|EUR|ES5130919776178454917147|Joseph Odonnell
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Guatemala|Productos para deportes, como ropa deportiva y uniformes|2021-08-12|829859957.5|63|Tarjeta de crédito|USD|ES9470072459542506496031|Alfonso Hoz Ruano
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Venezuela|Colombia|telas|2022-01-12|225983744.86|793|Cheque|EUR|ES4684890523398702855756|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Uruguay|Tejidos y telas|2020-12-01|671792128.24|350|Cheque|USD|ES4694870498261398032578|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Uruguay|Colombia|insumos|2020-12-22|117016628.82|958|Efectivo|USD|ES5343915253303220123247|Patricia Campillo Cases
56224985|Bonet-Ramón|Chile|PJ|Importaciones|Ecuador|Colombia|telas|2022-07-17|504800212.52|450|Cheque|USD|ES3858999934644886594096|Micaela Alcaraz Olivé
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Canadá|Productos para deportes, como ropa deportiva y uniformes|2021-03-05|292687228.88|139|Transferencia bancaria|COP|ES6756387253451534171761|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Costa Rica|Tejidos y telas|2022-10-23|138879025.91|42|Tarjeta de crédito|USD|ES9390721304618644225265|Rolando Viña Villalonga
56224985|Bonet-Ramón|Chile|PJ|Exportaciones|Colombia|Chile|Ropa y accesorios de moda|2023-01-28|623296505.04|769|Cheque|USD|ES1758691327925963540721|Joseph Odonnell
